Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_Room,Year_sold
Greenvale,29 Piccadilly Ct,4,h,810000,SP,Jason,6/24/2017,20.4,3059,4,2,3,990,Hume,-37.6579,144.90523,Northern Metropolitan,4864,202500,2017
Hampton,16 Carolyn St,4,h,1600000,S,Charlton,6/24/2017,13.8,3188,4,2,3,633,Bayside,-37.94039,145.02234,Southern Metropolitan,5454,400000,2017
Hampton,1 Grout St,3,h,1325000,VB,RT,6/24/2017,13.8,3188,3,1,2,400,Unavailable,-37.93434,145.00816,Southern Metropolitan,5454,441666.6667,2017
Hampton,2C Kerferd St,4,h,3150000,S,Marshall,6/24/2017,13.8,3188,4,2,2,743,Bayside,-37.94176,145.00931,Southern Metropolitan,5454,787500,2017
Hampton,13 Mills St,2,t,1285000,S,Hodges,6/24/2017,13.8,3188,2,1,1,348,Bayside,-37.93557,145.00463,Southern Metropolitan,5454,642500,2017
Hampton,2/17 Small St,2,u,685000,SP,Buxton,6/24/2017,13.8,3188,2,1,0,0,Bayside,-37.9392,145.00095,Southern Metropolitan,5454,342500,2017
Hampton,1/121 Thomas St,2,u,878000,S,Marshall,6/24/2017,13.8,3188,2,1,1,128,Bayside,-37.9395,145.01344,Southern Metropolitan,5454,439000,2017
Hampton East,1/2 Flowerdale Rd,3,u,957000,S,Buxton,6/24/2017,13.8,3188,3,2,2,254,Bayside,-37.94313,145.03501,Southern Metropolitan,2356,319000,2017
Hawthorn,5/350 Auburn Rd,3,t,1236000,S,Marshall,6/24/2017,5.3,3122,3,2,2,159,Boroondara,-37.83179,145.04293,Southern Metropolitan,11308,412000,2017
Hawthorn,18 Belgrave St,3,h,1750000,PI,Jellis,6/24/2017,5.3,3122,3,2,0,234,Boroondara,-37.82839,145.04086,Southern Metropolitan,11308,583333.3333,2017
Hawthorn,8 Kinkora Rd,4,h,2010000,PI,Marshall,6/24/2017,5.3,3122,4,3,3,451,Boroondara,-37.81633,145.02833,Southern Metropolitan,11308,502500,2017
Hawthorn,8 Leslie St,3,h,2370000,S,Jellis,6/24/2017,5.3,3122,3,2,1,362,Boroondara,-37.82866,145.04259,Southern Metropolitan,11308,790000,2017
Hawthorn,1/30 Lisson Gr,2,h,1480000,S,Marshall,6/24/2017,5.3,3122,0,0,0,241,Boroondara,-37.82679,145.03021,Southern Metropolitan,11308,740000,2017
Hawthorn,9 Manchester St,2,h,1682000,S,Jellis,6/24/2017,5.3,3122,2,1,1,264,Boroondara,-37.8285,145.04022,Southern Metropolitan,11308,841000,2017
Heidelberg,2/60 Darebin St,4,u,915000,S,Miles,6/24/2017,8.9,3084,4,2,2,419,Banyule,-37.7537,145.06341,Eastern Metropolitan,2890,228750,2017
Heidelberg,3/186 Hawdon St,3,t,781000,S,Miles,6/24/2017,8.9,3084,3,2,2,137,Banyule,-37.74888,145.06593,Eastern Metropolitan,2890,260333.3333,2017
Heidelberg West,129 Outhwaite Rd,2,h,875000,SP,Haughton,6/24/2017,8.8,3081,2,1,3,671,Banyule,-37.73902,145.04529,Eastern Metropolitan,2674,437500,2017
Highett,4 Major St,4,h,1300000,VB,Buxton,6/24/2017,16,3190,4,2,2,604,Bayside,-37.94783,145.03983,Southern Metropolitan,4794,325000,2017
Highett,3 Seaton Rd,4,h,1430000,S,Buxton,6/24/2017,16,3190,4,2,1,590,Bayside,-37.94549,145.03332,Southern Metropolitan,4794,357500,2017
Hillside,20 Cuthbert Dr,3,h,660000,S,Barry,6/24/2017,18,3037,3,2,2,666,Melton,-37.68381,144.73331,Western Metropolitan,5556,220000,2017
Hillside,54 Timele Dr,3,h,480000,PI,Barry,6/24/2017,18,3037,3,2,1,320,Melton,-37.70338,144.74854,Western Metropolitan,5556,160000,2017
Ivanhoe,11 Athelstane Gr,4,h,2380000,S,Jellis,6/24/2017,7.8,3079,4,2,2,778,Banyule,-37.76356,145.04135,Eastern Metropolitan,5549,595000,2017
Ivanhoe,83 Oriel Rd,3,h,1035000,S,Miles,6/24/2017,7.8,3079,3,1,2,585,Banyule,-37.75725,145.03744,Eastern Metropolitan,5549,345000,2017
Ivanhoe,2/123 Waterdale Rd,3,t,975000,SP,Nelson,6/24/2017,7.8,3079,3,2,1,103,Banyule,-37.76676,145.04333,Eastern Metropolitan,5549,325000,2017
Jacana,50 Emu Pde,3,h,556000,S,YPA,6/24/2017,14,3047,3,1,1,627,Hume,-37.68861,144.91065,Northern Metropolitan,851,185333.3333,2017
Keilor,25 Skyline Dr,3,h,875000,SP,Brad,6/24/2017,14.5,3036,3,1,2,722,Brimbank,-37.72302,144.83434,Western Metropolitan,2339,291666.6667,2017
Keilor Downs,7 Antwerp Dr,4,h,670000,S,Prof.,6/24/2017,15.5,3038,4,2,2,713,Brimbank,-37.72305,144.81074,Western Metropolitan,3656,167500,2017
Keilor Downs,1/37 Thornhill Dr,3,h,575000,SP,Brad,6/24/2017,15.5,3038,3,1,1,307,Brimbank,-37.72545,144.80397,Western Metropolitan,3656,191666.6667,2017
Kensington,91A Bayswater Rd,3,h,1250000,S,Nelson,6/24/2017,3.4,3031,3,1,2,340,Melbourne,-37.79436,144.92158,Northern Metropolitan,5263,416666.6667,2017
Kensington,310/71 Henry St,1,u,395000,SP,Edward,6/24/2017,3.4,3031,1,1,1,2592,Melbourne,-37.79609,144.92608,Northern Metropolitan,5263,395000,2017
Kensington,11 McCracken St,2,h,840500,S,Rendina,6/24/2017,3.4,3031,2,1,0,107,Melbourne,-37.79025,144.92798,Northern Metropolitan,5263,420250,2017
Kew,19 Campbell St,3,h,1995000,S,Nelson,6/24/2017,5.4,3101,3,1,4,482,Boroondara,-37.80119,145.0511,Southern Metropolitan,10331,665000,2017
Kew,1/18 Howard St,2,u,600000,S,Nelson,6/24/2017,5.4,3101,2,1,1,847,Boroondara,-37.80798,145.02347,Southern Metropolitan,10331,300000,2017
Kew,1/38 Pakington St,2,u,797000,S,Jellis,6/24/2017,5.4,3101,2,1,2,964,Boroondara,-37.80222,145.03501,Southern Metropolitan,10331,398500,2017
Kew,47 Stevenson St,3,h,3001000,S,Woodards,6/24/2017,5.4,3101,3,1,3,784,Boroondara,-37.80978,145.02185,Southern Metropolitan,10331,1000333.333,2017
Keysborough,46 Hedgeley Rd,3,h,752000,PI,Buxton,6/24/2017,25.2,3173,3,2,2,552,Greater Dandenong,-37.99013,145.17912,South-Eastern Metropolitan,8459,250666.6667,2017
Lalor,59 David St,3,h,705500,S,Harcourts,6/24/2017,16.3,3075,3,1,4,670,Whittlesea,-37.67328,145.02918,Northern Metropolitan,8279,235166.6667,2017
Lalor,78 French St,2,h,685000,S,Love,6/24/2017,16.3,3075,2,1,2,766,Whittlesea,-37.66986,145.02048,Northern Metropolitan,8279,342500,2017
Lalor,1 Howell St,3,h,560000,S,Harcourts,6/24/2017,16.3,3075,3,1,1,364,Whittlesea,-37.67122,145.01487,Northern Metropolitan,8279,186666.6667,2017
Lalor,1/11 Maxwell St,2,h,511500,SP,Harcourts,6/24/2017,16.3,3075,2,1,2,416,Whittlesea,-37.67096,145.02445,Northern Metropolitan,8279,255750,2017
Maidstone,1/30 Burns St,3,t,810000,S,Biggin,6/24/2017,6.4,3012,3,2,2,209,Maribyrnong,-37.78707,144.87608,Western Metropolitan,3873,270000,2017
Malvern East,5D Belson St,3,h,1275000,S,Tim,6/24/2017,8.4,3145,3,2,2,161,Stonnington,-37.86779,145.04482,Southern Metropolitan,8801,425000,2017
Malvern East,4 Hillard St,3,h,1690000,SP,Marshall,6/24/2017,8.4,3145,3,1,2,706,Stonnington,-37.88066,145.06605,Southern Metropolitan,8801,563333.3333,2017
Malvern East,8 Vickery St,4,h,3600000,S,Marshall,6/24/2017,8.4,3145,4,3,2,552,Stonnington,-37.87421,145.04958,Southern Metropolitan,8801,900000,2017
Maribyrnong,22 Mephan St,3,t,815000,S,Edward,6/24/2017,4.3,3032,3,2,2,198,Maribyrnong,-37.78667,144.88834,Western Metropolitan,4918,271666.6667,2017
Maribyrnong,29 Monash St,2,h,920000,VB,Biggin,6/24/2017,4.3,3032,2,1,1,575,Maribyrnong,-37.78446,144.88781,Western Metropolitan,4918,460000,2017
Meadow Heights,2 Navarre Ct,3,h,467000,S,Raine,6/24/2017,17.4,3048,3,1,1,565,Hume,-37.65702,144.92447,Northern Metropolitan,4704,155666.6667,2017
Melton,102 Palmerston St,4,h,405000,S,hockingstuart,6/24/2017,31.7,3337,4,2,2,590,Melton,-37.67815,144.58355,Western Victoria,3600,101250,2017
Melton South,51 Andrew St,3,h,420000,S,hockingstuart,6/24/2017,29.8,3338,3,2,2,599,Melton,-37.69575,144.57894,Western Victoria,4718,140000,2017
Melton South,44 Brooklyn Rd,3,h,465000,S,Reliance,6/24/2017,29.8,3338,3,1,2,615,Melton,-37.7024,144.57153,Western Victoria,4718,155000,2017
Mill Park,10 Apsley Ct,4,h,625000,S,Ray,6/24/2017,17.9,3082,4,2,2,628,Whittlesea,-37.67647,145.06452,Northern Metropolitan,10529,156250,2017
Mill Park,2/7 Bradley Dr,2,h,428000,S,Ray,6/24/2017,17.9,3082,2,1,1,389,Whittlesea,-37.65623,145.07431,Northern Metropolitan,10529,214000,2017
Mill Park,31 Development Bvd,4,h,722500,S,Ray,6/24/2017,17.9,3082,4,2,2,643,Whittlesea,-37.65959,145.08302,Northern Metropolitan,10529,180625,2017
Mill Park,1/6 Patmore Ct,2,h,421000,S,Ray,6/24/2017,17.9,3082,2,1,1,257,Whittlesea,-37.65636,145.03997,Northern Metropolitan,10529,210500,2017
Mitcham,395 Mitcham Rd,2,h,890000,S,Ray,6/24/2017,17.2,3132,2,2,1,370,Whitehorse,-37.82047,145.19421,Eastern Metropolitan,6871,445000,2017
Mitcham,8 Tourello St,3,h,960000,VB,Noel,6/24/2017,17.2,3132,3,1,0,781,Whitehorse,-37.8105,145.20106,Eastern Metropolitan,6871,320000,2017
Montmorency,146 Sherbourne Rd,3,h,755000,S,Buckingham,6/24/2017,16.2,3094,3,1,2,848,Banyule,-37.71287,145.132,Eastern Metropolitan,3891,251666.6667,2017
Moonee Ponds,4/342 Ascot Vale Rd,1,u,286000,PI,Nelson,6/24/2017,6.2,3039,1,1,1,114,Moonee Valley,-37.76911,144.92472,Western Metropolitan,6232,286000,2017
Moonee Ponds,184 Maribyrnong Rd,3,h,1375000,S,Brad,6/24/2017,6.2,3039,3,1,1,449,Moonee Valley,-37.77106,144.91162,Western Metropolitan,6232,458333.3333,2017
Moorabbin,1A Dactyl Rd,3,h,1401500,S,Buxton,6/24/2017,14.3,3189,3,2,4,867,Kingston,-37.94107,145.04217,Southern Metropolitan,2555,467166.6667,2017
Mordialloc,1/73 Chute St,4,h,920000,S,O'Brien,6/24/2017,21.5,3195,4,2,2,413,Kingston,-37.99906,145.09386,South-Eastern Metropolitan,3650,230000,2017
Mordialloc,9 David St,2,h,1110000,S,Ray,6/24/2017,21.5,3195,2,1,1,709,Kingston,-38.00051,145.09315,South-Eastern Metropolitan,3650,555000,2017
Mount Evelyn,17 Inverness Rd,3,h,620000,VB,Max,6/24/2017,31.6,3796,3,1,4,2385,Yarra Ranges,-37.79977,145.37222,Eastern Victoria,3532,206666.6667,2017
Mount Waverley,5 Armstrong St,3,h,1200000,VB,McGrath,6/24/2017,14.2,3149,3,1,4,807,Monash,-37.86788,145.12121,Eastern Metropolitan,13366,400000,2017
Mount Waverley,13 Baily St,4,h,1387000,S,Ray,6/24/2017,14.2,3149,4,2,4,691,Monash,-37.86827,145.1452,Eastern Metropolitan,13366,346750,2017
Mount Waverley,3/20 Briggs St,4,t,970000,SP,Buxton,6/24/2017,14.2,3149,4,2,2,196,Monash,-37.89456,145.11388,Eastern Metropolitan,13366,242500,2017
Mount Waverley,2/40 Carrol Gr,3,u,870000,S,Buxton,6/24/2017,14.2,3149,3,2,2,264,Monash,-37.89251,145.11121,Eastern Metropolitan,13366,290000,2017
Mount Waverley,30 Howell Dr,3,h,1250000,S,Ray,6/24/2017,14.2,3149,3,1,1,722,Monash,-37.88849,145.12795,Eastern Metropolitan,13366,416666.6667,2017
Mulgrave,73 Lea Rd,3,h,865000,S,Win,6/24/2017,18.8,3170,3,1,2,739,Monash,-37.92769,145.16792,South-Eastern Metropolitan,7113,288333.3333,2017
Murrumbeena,3 Atkinson St,3,h,1410000,S,Woodards,6/24/2017,10.1,3163,3,1,1,579,Glen Eira,-37.90353,145.07006,Southern Metropolitan,4442,470000,2017
Murrumbeena,2/41 Kangaroo Rd,3,u,1220500,S,Ray,6/24/2017,10.1,3163,3,2,2,462,Glen Eira,-37.89767,145.07332,Southern Metropolitan,4442,406833.3333,2017
Murrumbeena,17/190 Murrumbeena Rd,1,u,357000,S,Gary,6/24/2017,10.1,3163,1,1,1,1382,Glen Eira,-37.89792,145.06516,Southern Metropolitan,4442,357000,2017
Murrumbeena,22 Wahroongaa Rd,4,h,1920000,S,Marshall,6/24/2017,10.1,3163,4,1,2,718,Glen Eira,-37.8888,145.07271,Southern Metropolitan,4442,480000,2017
Narre Warren,6 Saxonwood Dr,3,h,597500,SP,Ray,6/24/2017,34.1,3805,3,1,2,810,Casey,-38.0312,145.30703,South-Eastern Metropolitan,9376,199166.6667,2017
Newport,36 Davies St,3,h,1250000,S,Greg,6/24/2017,6.2,3015,3,1,1,343,Hobsons Bay,-37.84502,144.88612,Western Metropolitan,5498,416666.6667,2017
Newport,112 Johnston St,3,h,1230000,S,Williams,6/24/2017,6.2,3015,3,1,1,396,Hobsons Bay,-37.8363,144.87588,Western Metropolitan,5498,410000,2017
Newport,36 Junction St,3,h,1220000,SP,Hunter,6/24/2017,6.2,3015,3,1,2,492,Hobsons Bay,-37.83529,144.87893,Western Metropolitan,5498,406666.6667,2017
Niddrie,48 Ida St,4,h,1315000,S,Barry,6/24/2017,10.4,3042,4,2,2,650,Moonee Valley,-37.74549,144.88666,Western Metropolitan,2291,328750,2017
Noble Park,21 Conley St,3,h,660000,S,Leyton,6/24/2017,22.7,3174,3,1,2,550,Greater Dandenong,-37.98298,145.17932,South-Eastern Metropolitan,11806,220000,2017
North Melbourne,106/25 Oxford St,2,u,570000,VB,Alexkarbon,6/24/2017,1.8,3051,2,2,1,1223,Melbourne,-37.8006,144.95419,Northern Metropolitan,6821,285000,2017
North Melbourne,2/7 Oxford St,2,u,850000,VB,W.B.,6/24/2017,1.8,3051,2,3,1,1223,Melbourne,-37.8006,144.95419,Northern Metropolitan,6821,425000,2017
North Warrandyte,46 Osborne Rd,5,h,1550000,VB,Jellis,6/24/2017,21.1,3113,5,3,4,4221,Nillumbik,-37.73371,145.24045,Eastern Metropolitan,1058,310000,2017
Northcote,114 Beavers Rd,3,h,1000000,VB,Nelson,6/24/2017,5.3,3070,3,1,1,188,Darebin,-37.76592,144.99265,Northern Metropolitan,11364,333333.3333,2017
Northcote,128 Charles St,3,h,1240000,S,Nelson,6/24/2017,5.3,3070,3,1,1,247,Darebin,-37.77747,144.99587,Northern Metropolitan,11364,413333.3333,2017
Northcote,78 Jenkins St,3,h,1590000,S,Jellis,6/24/2017,5.3,3070,3,1,1,563,Darebin,-37.76557,145.01052,Northern Metropolitan,11364,530000,2017
Northcote,23 Leonard St,3,h,1275000,VB,Jellis,6/24/2017,5.3,3070,3,1,0,245,Darebin,-37.78167,145.01316,Northern Metropolitan,11364,425000,2017
Northcote,22 Waterloo Rd,3,h,1350000,VB,Nelson,6/24/2017,5.3,3070,3,1,0,271,Darebin,-37.7754,145.00229,Northern Metropolitan,11364,450000,2017
Nunawading,5 Lynette St,4,h,1075000,PI,Ray,6/24/2017,15.4,3131,4,2,2,697,Whitehorse,-37.80864,145.17161,Eastern Metropolitan,4973,268750,2017
Oak Park,4 Barina Rd,3,h,821000,S,Stockdale,6/24/2017,11.2,3046,3,1,1,656,Moreland,-37.71467,144.92304,Northern Metropolitan,2651,273666.6667,2017
Oak Park,79 New Rd,4,h,1071888,SP,Rendina,6/24/2017,11.2,3046,4,2,4,553,Moreland,-37.71328,144.90585,Northern Metropolitan,2651,267972,2017
Oak Park,3/13 Sylvester St,2,t,560000,SP,Eview,6/24/2017,11.2,3046,2,1,1,132,Moreland,-37.72048,144.91323,Northern Metropolitan,2651,280000,2017
Oakleigh,5 Eastgate St,5,h,1750000,S,HAR,6/24/2017,12.3,3166,5,2,2,546,Monash,-37.90465,145.08894,Southern Metropolitan,3224,350000,2017
Oakleigh East,33 Greta St,3,h,1210000,S,Buxton,6/24/2017,12.3,3166,3,1,2,700,Monash,-37.9125,145.11844,Southern Metropolitan,2547,403333.3333,2017
Oakleigh South,10 Devoy St,4,h,1500000,S,Buxton,6/24/2017,15.5,3167,4,2,2,597,Monash,-37.91753,145.08524,South-Eastern Metropolitan,3692,375000,2017
Oakleigh South,4 Hardy Ct,4,h,1215000,S,Buxton,6/24/2017,15.5,3167,4,2,4,619,Monash,-37.92542,145.10622,South-Eastern Metropolitan,3692,303750,2017
Oakleigh South,192 Haughton Rd,3,h,1265000,S,HAR,6/24/2017,15.5,3167,3,1,1,743,Monash,-37.91282,145.10376,South-Eastern Metropolitan,3692,421666.6667,2017
Oakleigh South,266 Warrigal Rd,4,h,1050000,S,Buxton,6/24/2017,15.5,3167,4,2,2,624,Monash,-37.91489,145.08441,South-Eastern Metropolitan,3692,262500,2017
Ormond,1/276 Grange Rd,2,h,790000,S,Gary,6/24/2017,11.4,3204,2,1,2,253,Glen Eira,-37.90173,145.04466,Southern Metropolitan,3578,395000,2017
Pakenham,69 Willowtree Dr,4,h,410500,S,C21,6/24/2017,47.3,3810,4,2,2,425,Cardinia,-38.07474,145.45376,Eastern Victoria,17384,102625,2017
Parkdale,22 Keith St,4,h,1300000,SP,Buxton,6/24/2017,21.5,3195,4,2,2,597,Kingston,-37.99232,145.08469,South-Eastern Metropolitan,5087,325000,2017
Parkdale,36A Warrigal Rd,3,h,1400000,VB,Buxton,6/24/2017,21.5,3195,3,2,2,259,Kingston,-37.9905,145.06999,South-Eastern Metropolitan,5087,466666.6667,2017
Pascoe Vale,44 Arndt Rd,3,h,955000,S,Raine,6/24/2017,8.5,3044,3,1,4,645,Moreland,-37.72029,144.92896,Northern Metropolitan,7485,318333.3333,2017
Pascoe Vale,49 Kent Rd,2,h,860000,SP,Nelson,6/24/2017,8.5,3044,2,1,4,609,Moreland,-37.72091,144.94601,Northern Metropolitan,7485,430000,2017
Pascoe Vale,12 Shanley St,2,h,740000,S,Brad,6/24/2017,8.5,3044,2,1,1,487,Moreland,-37.71949,144.94283,Northern Metropolitan,7485,370000,2017
Port Melbourne,6/5 Liardet St,2,u,816000,S,hockingstuart,6/24/2017,3.5,3207,2,1,1,0,Port Phillip,-37.84237,144.94486,Southern Metropolitan,8648,408000,2017
Port Melbourne,308/15 Pickles St,3,u,800000,S,Greg,6/24/2017,3.5,3207,3,1,2,0,Port Phillip,-37.84426,144.94415,Southern Metropolitan,8648,266666.6667,2017
Prahran,9/305 Dandenong Rd,2,u,1020000,S,hockingstuart,6/24/2017,4.6,3181,2,1,1,0,Stonnington,-37.85931,145.00616,Southern Metropolitan,7717,510000,2017
Prahran,24/8 Sydney St,2,u,660000,S,Jellis,6/24/2017,4.6,3181,2,2,1,0,Stonnington,-37.85184,145.01049,Southern Metropolitan,7717,330000,2017
Preston,21 Edwin St,3,h,1242000,S,McGrath,6/24/2017,8.4,3072,3,2,3,468,Darebin,-37.75335,145.01642,Northern Metropolitan,14577,414000,2017
Preston,186 Gilbert Rd,2,h,1365000,S,RW,6/24/2017,8.4,3072,2,1,2,525,Darebin,-37.74441,144.98928,Northern Metropolitan,14577,682500,2017
Preston,1/40 Grandview Rd,3,u,691000,S,Miles,6/24/2017,8.4,3072,3,1,1,170,Darebin,-37.73698,144.98686,Northern Metropolitan,14577,230333.3333,2017
Preston,10 Ivy St,2,t,660000,PI,Jellis,6/24/2017,8.4,3072,2,2,1,70,Darebin,-37.74645,144.98888,Northern Metropolitan,14577,330000,2017
Preston,72d Oakover Rd,3,t,875000,S,Harcourts,6/24/2017,8.4,3072,3,2,2,214,Darebin,-37.74886,144.99225,Northern Metropolitan,14577,291666.6667,2017
Preston,173 Raglan St,5,h,1350000,S,RW,6/24/2017,8.4,3072,5,3,4,525,Darebin,-37.75017,145.01204,Northern Metropolitan,14577,270000,2017
Preston,6 The Mews,3,h,1020000,VB,Nelson,6/24/2017,8.4,3072,3,3,2,158,Darebin,-37.75026,144.98428,Northern Metropolitan,14577,340000,2017
Reservoir,1 Balfour St,3,h,630000,S,Woodards,6/24/2017,12,3073,3,1,2,0,Darebin,-37.69528,145.00523,Northern Metropolitan,21650,210000,2017
Reservoir,29 Byfield St,3,h,877500,S,Nelson,6/24/2017,12,3073,3,1,1,598,Darebin,-37.71394,145.00387,Northern Metropolitan,21650,292500,2017
Reservoir,69 Chauvel St,5,h,912000,S,Ray,6/24/2017,12,3073,5,3,4,890,Darebin,-37.70295,145.00277,Northern Metropolitan,21650,182400,2017
Reservoir,9 Kelverne St,3,h,685000,S,Nelson,6/24/2017,12,3073,3,1,3,494,Darebin,-37.71477,144.98235,Northern Metropolitan,21650,228333.3333,2017
Reservoir,1/31 Kenilworth St,1,u,270000,PI,Stockdale,6/24/2017,12,3073,1,1,1,0,Darebin,-37.71408,145.00441,Northern Metropolitan,21650,270000,2017
Reservoir,13 McColl St,3,h,911000,S,Harcourts,6/24/2017,12,3073,3,1,4,601,Darebin,-37.72943,145.01904,Northern Metropolitan,21650,303666.6667,2017
Reservoir,4/43 St Vigeons Rd,1,u,365000,SP,Ray,6/24/2017,12,3073,1,1,1,113,Darebin,-37.70717,145.02643,Northern Metropolitan,21650,365000,2017
Reservoir,1/65 Thackeray Rd,2,u,470000,VB,RW,6/24/2017,12,3073,2,1,1,73,Darebin,-37.72128,145.00995,Northern Metropolitan,21650,235000,2017
Richmond,7/129 Hoddle St,2,u,890500,SP,Biggin,6/24/2017,2.4,3121,2,2,2,180,Yarra,-37.81443,144.99079,Northern Metropolitan,14949,445250,2017
Richmond,15/104 Rowena Pde,1,u,355000,SP,Biggin,6/24/2017,2.4,3121,1,1,0,1082,Yarra,-37.8211,144.99549,Northern Metropolitan,14949,355000,2017
Richmond,15 The Crofts,3,h,1300000,VB,Jellis,6/24/2017,2.4,3121,3,1,0,200,Yarra,-37.8196,144.99101,Northern Metropolitan,14949,433333.3333,2017
Richmond,4/12 Woodlawn St,2,u,717000,S,Nelson,6/24/2017,2.4,3121,2,1,0,316,Yarra,-37.82295,144.99146,Northern Metropolitan,14949,358500,2017
Richmond,18 Yorkshire St,3,h,1530000,S,Marshall,6/24/2017,2.4,3121,3,1,2,187,Yarra,-37.83199,144.99909,Northern Metropolitan,14949,510000,2017
Riddells Creek,53 Bluegum Cct,4,h,817000,S,Raine,6/24/2017,47.4,3431,4,2,4,1459,Macedon Ranges,-37.45709,144.68999,Northern Victoria,1475,204250,2017
Ringwood,6 Ford St,3,h,1291000,S,Ray,6/24/2017,19.9,3134,3,2,2,776,Maroondah,-37.81685,145.2353,Eastern Metropolitan,7785,430333.3333,2017
Ringwood,132 Wonga Rd,3,h,1085000,S,Fletchers,6/24/2017,19.9,3134,3,2,2,921,Maroondah,-37.78649,145.24836,Eastern Metropolitan,7785,361666.6667,2017
Ringwood North,28 Through Rd,3,h,750000,S,Fletchers,6/24/2017,19.9,3134,3,1,1,446,Maroondah,-37.7987,145.23032,Eastern Metropolitan,3619,250000,2017
Ripponlea,84 Brighton Rd,2,h,1005000,PI,McGrath,6/24/2017,7.2,3185,2,2,2,290,Port Phillip,-37.87726,144.99336,Southern Metropolitan,821,502500,2017
Rowville,71 Kellbourne Dr,4,h,860000,S,Fletchers,6/24/2017,23.5,3178,4,2,0,725,Knox,-37.9088,145.26319,South-Eastern Metropolitan,11667,215000,2017
Sandhurst,4 Galilee Dr,4,h,645000,SP,Harcourts,6/24/2017,34.7,3977,4,2,2,448,Frankston,-38.0817,145.19654,South-Eastern Metropolitan,1721,161250,2017
Sandringham,26 Regent Ct,4,h,1770000,S,Charlton,6/24/2017,15.2,3191,4,2,2,463,Bayside,-37.95877,145.02701,Southern Metropolitan,4497,442500,2017
Sandringham,56 Victoria St,5,h,2250000,VB,hockingstuart,6/24/2017,15.2,3191,5,3,2,640,Bayside,-37.95698,145.0166,Southern Metropolitan,4497,450000,2017
Scoresby,147 George St,3,h,833800,SP,Barry,6/24/2017,22.2,3179,3,1,0,730,Knox,-37.88919,145.21629,Eastern Metropolitan,2206,277933.3333,2017
Seaford,42 Mitchell St,6,h,1050000,S,U,6/24/2017,35.4,3198,6,4,2,662,Frankston,-38.1078,145.1305,South-Eastern Metropolitan,8077,175000,2017
Seddon,36 Bayview Rd,3,h,1085000,S,Village,6/24/2017,5.1,3011,3,1,1,297,Maribyrnong,-37.80828,144.8856,Western Metropolitan,2417,361666.6667,2017
Silvan,1 Parker Rd,4,h,1070000,S,Ray,6/24/2017,34.6,3795,4,2,3,38490,Yarra Ranges,-37.83229,145.43003,Eastern Victoria,457,267500,2017
South Melbourne,14 Ward St,3,h,1700000,S,Conquest,6/24/2017,1.9,3205,3,1,1,118,Port Phillip,-37.83347,144.95692,Southern Metropolitan,5943,566666.6667,2017
South Yarra,108/32 Bray St,2,u,470000,PI,Dingle,6/24/2017,2.7,3141,2,1,1,1890,Stonnington,-37.84446,144.99552,Southern Metropolitan,14887,235000,2017
South Yarra,6/90 Clowes St,2,u,945000,PI,Castran,6/24/2017,2.7,3141,2,1,1,708,Melbourne,-37.83041,144.98494,Southern Metropolitan,14887,472500,2017
South Yarra,348 Punt Rd,3,h,900000,VB,Castran,6/24/2017,2.7,3141,3,1,1,119,Stonnington,-37.8414,144.98608,Southern Metropolitan,14887,300000,2017
South Yarra,24 Tivoli Rd,3,h,1810000,S,Jellis,6/24/2017,2.7,3141,3,2,2,273,Stonnington,-37.8386,144.99852,Southern Metropolitan,14887,603333.3333,2017
Spotswood,1 Bernard St,3,h,785000,S,Williams,6/24/2017,6.2,3015,3,1,2,343,Hobsons Bay,-37.83187,144.88966,Western Metropolitan,1223,261666.6667,2017
Springvale,5 Sullivan St,3,h,770000,S,Stockdale,6/24/2017,20.8,3171,3,1,1,606,Greater Dandenong,-37.93861,145.15351,South-Eastern Metropolitan,7412,256666.6667,2017
St Albans,63 Lovell Dr,3,h,600000,PI,FN,6/24/2017,14,3021,3,1,3,565,Brimbank,-37.76454,144.80611,Western Metropolitan,14042,200000,2017
St Kilda,3 Mitford Pl,4,h,1650000,PI,Wilson,6/24/2017,5,3182,4,2,2,268,Port Phillip,-37.87294,144.98118,Southern Metropolitan,13240,412500,2017
Strathmore,164 Mascoma St,3,h,883000,S,Considine,6/24/2017,8.2,3041,3,1,1,534,Moonee Valley,-37.719,144.90634,Western Metropolitan,3284,294333.3333,2017
Strathmore,140 Woodland St,3,h,1650000,S,Trimson,6/24/2017,8.2,3041,3,3,2,698,Moonee Valley,-37.74246,144.92074,Western Metropolitan,3284,550000,2017
Sunbury,64 Station St,3,h,755000,S,Brad,6/24/2017,31.7,3429,3,1,2,1011,Hume,-37.58419,144.73188,Western Metropolitan,14092,251666.6667,2017
Sunshine West,7 Arnold St,4,h,780000,S,Sweeney,6/24/2017,10.5,3020,4,2,2,696,Brimbank,-37.78647,144.81319,Western Metropolitan,6763,195000,2017
Sunshine West,1/41 Bardsley St,3,u,518000,S,HAR,6/24/2017,10.5,3020,3,1,1,322,Brimbank,-37.79209,144.82024,Western Metropolitan,6763,172666.6667,2017
Surrey Hills,52 Park Rd,5,h,2000000,VB,Noel,6/24/2017,10.2,3127,5,3,2,735,Whitehorse,-37.83583,145.10664,Southern Metropolitan,5457,400000,2017
